,,Tax_%_GDP,GINI_Index,Social_benefits_expense_%_GDP,Interest_expense_%_GDP,OilRrents_%_GDP,Agriculture_%_GDP,ControlofCorruption,GovernmentEffectiveness,RegulatoryQuality,RuleofLaw,Political_StabilityNoViolence,VoiceandAccountability
,,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean
País,Ano,,,,,,,,,,,,
Croatia,2008,37.031308765785056,32.6,14.0502482624514,1.783400315629423,0.39381442358396,3.8989216352795375,-0.0105805611237883,0.5699982047080994,0.5098007321357727,0.0863835662603378,0.5717461705207825,0.4678069055080414
Croatia,2009,36.531656166106416,32.6,15.906848138921792,2.213753718528547,0.299109470425361,4.012203327467761,-0.0464476160705089,0.5968498587608337,0.5598809123039246,0.162146657705307,0.6115872859954834,0.4862778782844543
Croatia,2010,36.06262377289535,32.4,15.82294268351168,2.382729772883184,0.420974470817938,3.668295546896212,0.0592971965670585,0.6221605539321899,0.5743340849876404,0.2019624561071396,0.6084636449813843,0.4764282703399658
Croatia,2011,35.34488843273202,32.3,16.23089083254283,2.66828599043068,0.54753455808131,3.646960033291555,0.0637069642543792,0.5611810684204102,0.537302553653717,0.2178908288478851,0.6237471103668213,0.5210824012756348
Croatia,2012,36.01471202211384,32.5,16.269227980605105,3.064024893131729,0.470074740410988,3.303683981933472,0.0097299553453922,0.7065706849098206,0.4582826793193817,0.2455958724021911,0.6068914532661438,0.5408305525779724
Croatia,2013,36.66020681408118,32.0,16.52625448433532,3.115524911969972,0.412235100964632,3.46429594642386,0.134838581085205,0.7031556367874146,0.4630745947360992,0.2774971723556518,0.6426678895950317,0.5137413144111633
Croatia,2014,36.72902467365879,32.1,16.915613974194475,3.4439266581151475,0.342010470381035,2.9546900971919547,0.2228187471628189,0.696799099445343,0.3950692117214203,0.3045184910297394,0.6191123723983765,0.5149402618408203
Croatia,2015,37.20536710023492,31.1,16.999863688019282,3.4509871578215985,0.192505381690956,2.974404320702426,0.2496056705713272,0.5309173464775085,0.3640224635601043,0.1868399977684021,0.5907280445098877,0.5555070638656616
Croatia,2016,37.65514935976462,30.9,15.952874296339075,3.109193363306841,0.160805469748395,3.0699216028743708,0.2119800150394439,0.503560483455658,0.3562783300876617,0.3843882083892822,0.6637694835662842,0.5253698825836182
Croatia,2017,37.58692928726733,30.4,15.560791127098987,2.670601984756505,0.232557568574777,2.895582080598388,0.1179554536938667,0.6090569496154785,0.4240428507328033,0.3588387966156006,0.6920319199562073,0.4791637361049652
Croatia,2018,38.24990100500034,29.7,15.433002831023424,2.324016991330482,0.334283902018505,2.957091869877039,0.0779361948370933,0.5073916912078857,0.5371523499488831,0.3527049720287323,0.8028064966201782,0.4375763833522796
Croatia,2019,38.61107164694018,29.7,15.459019869064043,2.5586142359333275,0.296795321132013,2.8687640937339336,0.0820259004831314,0.4592124819755554,0.5906432867050171,0.3953754007816314,0.6946999430656433,0.4553146660327911
Croatia,2020,37.818284811421286,29.7,17.403913155826434,2.346402577547127,0.296795321132013,3.2165074705382333,0.2007412314414978,0.4377178251743316,0.4339399933815002,0.2941799759864807,0.6074047684669495,0.5801761746406555
Cyprus,2001,28.033003705033767,30.1,8.59164922176773,5.054787201429462,0.0,3.860797129446186,1.1212611198425293,1.1300840377807615,1.1372555494308472,1.0399335622787476,0.5154700875282288,1.0571374893188477
Cyprus,2002,27.99925907839457,30.1,9.47874481144387,4.524673531417603,0.0,3.788259647587189,1.161737322807312,1.3505957126617432,1.2369863986968994,1.0156912803649902,0.1948399096727371,1.117119073867798
Cyprus,2003,28.80664523210822,30.1,10.44039454119406,4.410173370804889,0.0,3.352910421315583,1.2335447072982788,1.1834193468093872,1.2143725156784058,0.9688059091567992,0.5313178300857544,0.99446302652359
Cyprus,2004,29.270950607661472,30.1,10.99275425074334,4.496839005802375,0.0,3.0833167706399665,0.8902328014373779,1.1274751424789429,1.2287973165512085,0.9229076504707336,0.3798992335796356,0.950031280517578
Cyprus,2005,31.060631615876105,30.3,11.64124326184196,4.550575821566154,0.0,2.73852799962435,0.9068686962127686,1.1577613353729248,1.2218360900878906,0.887087345123291,0.516297459602356,0.955872654914856
Cyprus,2006,31.808551196555,31.1,11.16180523871726,4.158099011881178,0.0,2.2759724395310053,1.0934162139892578,1.2673240900039673,1.2770700454711914,1.1050208806991575,0.5397543907165527,1.0520673990249634
Cyprus,2007,35.72073049556287,31.1,10.484027547768878,3.984832737530976,0.0,2.023541109570987,1.0809661149978638,1.4276161193847656,1.3313246965408323,1.1198641061782837,0.5371548533439636,1.0666557550430298
Cyprus,2008,34.43189529555959,31.7,10.961772147903432,4.125262366055228,0.0,2.093313391103515,1.2046440839767456,1.532570719718933,1.367875576019287,1.2164793014526367,0.6396840810775757,1.084034085273743
Cyprus,2009,31.544368052432063,32.1,12.08742958726895,2.939129131058708,0.0,1.9888203219052905,0.9120450019836426,1.418329119682312,1.3626036643981934,1.2128350734710691,0.3891753554344177,1.0680283308029177
Cyprus,2010,31.56568778979912,31.5,12.77434312210201,2.4523441524987124,0.0,2.0630784976837164,0.9751628041267396,1.53156840801239,1.4233061075210571,1.216267704963684,0.4524448215961456,1.023390769958496
Cyprus,2011,31.574349470537445,32.6,13.16814034166368,2.759668940721398,0.0,2.151281573888202,0.8664131164550781,1.563539743423462,1.2364057302474976,1.0729719400405884,0.6079844832420349,1.0535831451416016
Cyprus,2012,31.581329794347955,34.3,13.27068094606133,3.863049494357166,0.0,2.0068950947793907,1.2507535219192505,1.3910294771194458,1.1307507753372192,1.0995750427246094,0.6351260542869568,1.0220235586166382
Cyprus,2013,31.716032231175287,37.0,13.80494581828286,3.673798277299251,0.0,2.0414708179237,1.245720386505127,1.3667523860931396,0.917137324810028,1.0364927053451538,0.5633471608161926,0.9808226823806764
Cyprus,2014,33.57276451216856,35.6,14.164496104462373,3.545570331952586,0.0,1.8504533607004547,1.0759772062301636,1.140244960784912,1.0988579988479614,1.076946258544922,0.5518820881843567,1.0199702978134155
Cyprus,2015,32.910231606258186,34.0,13.79908073228285,3.2420402822666365,0.0,1.8742717985430408,1.007819652557373,1.048300862312317,1.062325358390808,1.0397933721542358,0.5508664846420288,1.0315839052200315
Cyprus,2016,32.068803389454416,32.9,13.54461073573772,2.676802628729008,0.0,2.153329170483493,0.8266942501068115,0.9605695009231568,1.0526260137557983,0.7213519215583801,0.6042547225952148,1.0466395616531372
Cyprus,2017,32.93853349171712,31.4,13.02093946789,2.529833647284528,0.0,1.858168098787756,0.7853153347969055,0.9222017526626588,1.032462239265442,0.8882236480712891,0.5378654599189758,1.0562366247177124
Cyprus,2018,33.31443222007594,32.7,12.64149006653416,2.417345539038665,0.0,1.7335398548568757,0.6406870484352112,0.9192416667938232,0.8727556467056274,0.7535620927810669,0.4917429685592651,1.0056235790252686
Cyprus,2019,35.3105608176927,32.7,13.493455855629488,2.3340856369828265,0.0,1.808605245880465,0.630676805973053,0.9921815395355223,1.0124341249465942,0.7600085735321045,0.5573699474334717,1.0486133098602295
Cyprus,2020,35.56329681824497,32.7,17.236465185910298,2.247525275062739,0.0,1.937074411004228,0.3778924942016601,0.8832101225852966,1.002475023269653,0.5808539986610413,0.2918284237384796,0.9070898294448853
Czech Rep.,2001,32.39930891317451,26.6,14.822889614543875,0.967420746407892,0.0233457835183716,3.2035270863075325,0.210977241396904,0.6494029760360718,0.756192684173584,0.6365668177604675,0.3320503234863281,0.7627751231193542
Czech Rep.,2002,33.31497572261726,26.6,15.405045444376826,1.2713574449773315,0.0295738534808318,2.659586723359725,0.3797225654125213,0.9689130187034608,1.2008275985717771,0.8640720248222351,1.04575777053833,1.0164035558700562
Czech Rep.,2003,34.01796807595805,26.6,15.363462881607354,1.1369061701775034,0.0344332215606521,2.440027314082194,0.507430911064148,0.8982298970222473,1.1999125480651855,0.8710438013076782,0.8868599534034729,1.0141751766204834
Czech Rep.,2004,34.373525391440054,27.5,14.77351149175748,1.1461717253825394,0.0377047104096145,2.4153946129636625,0.4357042610645294,0.8643749952316284,1.0692129135131836,0.7831997871398926,0.6541505455970764,0.9544612765312196
Czech Rep.,2005,34.20126180872231,26.9,14.660514164684,1.094868183933477,0.04911436272571,2.28463529199072,0.4873076379299164,0.9252368211746216,1.110906004905701,0.8675277829170227,0.9360713362693788,0.905672550201416
Czech Rep.,2006,33.961155870163864,26.7,14.531302527612771,1.0443569182875323,0.0439132688113476,2.1649554318029973,0.3565844595432281,1.0964601039886477,1.108625888824463,0.8726435303688049,1.0539720058441162,0.962292730808258
Czech Rep.,2007,34.44307899427216,26.0,14.758003105557089,1.0747155161000053,0.0364671808733214,2.0889055748454544,0.3026025295257568,0.8953340649604797,1.023206114768982,0.9059033393859864,1.015041470527649,0.9952837824821472
Czech Rep.,2008,33.32519552989714,26.3,14.864180307999767,1.0380770048925765,0.040476529086924,1.9199279717823523,0.3582939505577087,1.013641595840454,1.1550401449203491,0.914493978023529,1.049844741821289,1.032758712768555
Czech Rep.,2009,32.37944829958122,26.2,16.348575734892506,1.2636053733638195,0.0224500537286272,1.756787513403063,0.3862098157405853,0.8832404017448425,1.311660885810852,0.9625925421714784,0.9050642251968384,1.0330448150634766
Czech Rep.,2010,32.72285348633935,26.6,16.436447968503852,1.3403641991850468,0.0253790517059843,1.540596112570657,0.3890488445758819,0.9125514626502992,1.2995049953460691,0.937226951122284,0.9892337322235109,1.014817714691162
Czech Rep.,2011,33.83317870095507,26.4,16.48320431437878,1.3664595355908389,0.0330172571827512,1.9825109918635224,0.3909163177013397,0.9343141317367554,1.2011381387710571,1.0250343084335327,1.10911762714386,1.0226643085479736
Czech Rep.,2012,34.371270401515176,26.1,16.732813031926362,1.444124989728315,0.0331108632613805,2.2511856454724386,0.3172619938850403,0.9331815242767334,1.0590903759002686,1.0285041332244873,1.0541061162948608,0.9703797101974488
Czech Rep.,2013,34.78555985295977,26.5,16.838059954943656,1.3451011885408215,0.0292373482592625,2.3647711662443687,0.3062834441661834,0.926239848136902,1.0854856967926023,1.030306339263916,1.0847785472869873,0.9845334887504578
Czech Rep.,2014,33.98945088161674,25.9,16.46126367595493,1.2934428590954987,0.0259115135694711,2.41345254208349,0.4353733360767364,1.0386260747909546,1.0059608221054075,1.1411281824111938,0.9899904727935792,1.0266674757003784
Czech Rep.,2015,34.1377504714209,25.9,15.828933332583851,1.0686477948396846,0.0103795484467685,2.2112138726824058,0.5028811693191528,1.0598211288452148,1.0988582372665403,1.137294054031372,0.9791890978813172,1.042760968208313
Czech Rep.,2016,34.92550250965579,25.4,15.70258374570269,0.9198492434550594,0.007237444051439,2.0870471242411464,0.5929415822029114,1.044983983039856,0.9864010214805604,1.0201642513275146,0.9761155247688292,1.0253713130950928
Czech Rep.,2017,35.26393324806196,24.9,15.190139672450789,0.7455471738649347,0.009251094353085,2.0576068880787,0.6066104769706726,1.0710431337356567,1.2352344989776611,1.1241635084152222,1.0000364780426023,0.8802063465118408
Czech Rep.,2018,35.855991082627085,25.0,15.114466422597324,0.7457947950566255,0.0133996113282739,1.9366448754220456,0.542803943157196,0.9887083172798156,1.275545358657837,1.0550940036773682,1.031982183456421,0.8127151131629944
Czech Rep.,2019,35.81237258969583,25.0,15.293277709733529,0.7124096859117963,0.0087372613166848,1.8612180131487777,0.5652812719345093,0.9553273916244508,1.2452354431152344,1.0528324842453003,0.94388747215271,0.835799515247345
Czech Rep.,2020,35.9455753260576,25.0,17.862200886696126,0.7711485027191441,0.0087372613166848,1.9153506737847263,0.58504718542099,0.9570149779319764,1.2412091493606567,1.0598812103271484,0.9244585633277892,0.9812193512916564
Denmark,2001,47.378248753578205,25.6,17.63225779168609,3.3818534974911145,0.904710523391583,2.339509415050788,2.3947598934173584,1.980277419090271,1.775640606880188,1.838744878768921,1.5033104419708252,1.5359653234481812
Denmark,2002,46.858123822922096,25.6,17.845564543577442,3.0981966599351067,0.943507732755092,1.7811164321679,2.369858264923096,2.088285684585572,1.7612568140029907,1.9162989854812624,1.5271397829055786,1.5328679084777832
Denmark,2003,47.00396937256346,25.6,18.58672797165276,2.765406114211862,0.908520181307807,1.610785803115089,2.4221205711364746,2.154385805130005,1.7652664184570312,1.9605838060379028,1.2048072814941406,1.6014522314071655
Denmark,2004,47.72676264706152,24.9,18.27627054944153,2.507367188091387,1.13747360258984,1.6225264974925997,2.4318103790283203,2.3097071647644043,1.7590919733047483,1.9516091346740725,1.0850294828414917,1.800991773605347
Denmark,2005,49.22789210224824,25.2,17.65252212665586,2.055507530660795,1.53125423065936,1.1456435911336995,2.28849458694458,2.1197516918182373,1.65068519115448,1.9482440948486328,1.0746793746948242,1.739608883857727
Denmark,2006,47.61000083221372,25.9,16.71911595116098,1.790567450929104,1.56646525925457,1.165189898592186,2.4699907302856445,2.226260185241699,1.8034225702285769,1.99757182598114,1.0478650331497192,1.571636199951172
Denmark,2007,47.52364499213844,26.2,16.367924474047772,1.6191198070444426,1.36063561679001,1.1744155760708914,2.446026086807251,2.353997707366944,1.9251443147659304,2.013730049133301,1.1176815032958984,1.477704405784607
Denmark,2008,45.81081006067266,25.2,16.22991223833872,1.4347727133951766,1.59890080596674,0.8577909570992602,2.393063545227051,2.251271963119507,1.8735557794570925,1.966503381729126,1.0652986764907837,1.5383059978485107
Denmark,2009,46.08246818063306,26.7,18.27809885706358,1.917901126677631,0.856280566638293,0.8335888556446727,2.446495294570923,2.232205390930176,1.881789803504944,1.92475700378418,1.0006321668624878,1.53826105594635
Denmark,2010,46.0804030645096,27.2,18.79938771656044,1.9002433009410644,1.15672710814128,1.2019085702902932,2.361590623855591,2.105173349380493,1.8763933181762693,1.905866026878357,1.0409610271453855,1.5419572591781616
Denmark,2011,46.1015326604053,27.3,18.86570351527522,1.9709733416934945,1.48474876901983,1.312133989907082,2.39957594871521,2.106827974319458,1.905198097229004,1.9296278953552248,1.1002930402755735,1.5517070293426514
Denmark,2012,46.71477919284523,27.8,18.889214892649207,1.8093912301939497,1.37434542981435,1.654727530471845,2.3903636932373047,1.9962949752807613,1.8067741394042969,1.882328748703003,0.9149106740951538,1.674114227294922
Denmark,2013,47.11037132121075,28.5,18.92824550429941,1.663439010777448,1.03218108090394,1.3021275870146465,2.40679144859314,1.9519232511520384,1.809969782829285,1.9110766649246216,0.9592334628105164,1.6662706136703491
Denmark,2014,49.70610726516967,28.4,18.75088647336288,1.4718612533534583,0.846549890677632,1.3824625977352534,2.2562992572784424,1.7916278839111328,1.68707537651062,2.105698108673096,0.9517797231674194,1.5245773792266846
Denmark,2015,47.13473479096978,28.2,18.48203359334024,1.5504165283476976,0.393694127287608,0.9575802012883678,2.229176044464112,1.8254287242889404,1.734574317932129,2.0518100261688232,0.8976498246192932,1.552826166152954
Denmark,2016,46.44984436445614,28.2,17.98080376352885,1.3320466892398684,0.272864660271306,0.9611609740863056,2.250492572784424,1.857508659362793,1.575407862663269,1.924276351928711,0.8679154515266418,1.5414220094680786
Denmark,2017,46.387895812053145,28.7,17.51190172187361,0.7850576389902232,0.386064204517935,1.304800359965708,2.2399895191192627,1.787519097328186,1.624285340309143,1.8472784757614136,0.8684148788452148,1.5177643299102783
Denmark,2018,45.01731892789074,28.2,17.18339424359225,0.7988230673474412,0.487574099231143,1.0265693512957044,2.1965091228485107,1.8512630462646484,1.636301875114441,1.8154605627059937,0.94625061750412,1.5615928173065186
Denmark,2019,47.403196318272,28.2,17.12540152421738,0.7329893073550867,0.396754908398398,1.2220281022500117,2.161118507385254,1.9102110862731927,1.565141201019287,1.87679922580719,0.9956251978874208,1.5452375411987305
Denmark,2020,47.44494778200699,28.2,17.95145093861036,0.5464978165413993,0.396754908398398,1.3063292933113253,2.270462274551392,1.8908686637878416,1.790884017944336,1.8588515520095823,0.9430326223373412,1.520361304283142
Egypt,2002,12.7513731632648,31.8,4.661849016993758,5.09608144037173,6.50277593970505,15.40485616257588,-0.4093489050865173,-0.4060136079788208,-0.4829958379268646,0.0123452842235565,-0.4134383499622345,-1.1022900342941284
Egypt,2003,12.6963845579395,31.8,4.606699169571039,5.40489300283894,8.03668246163229,15.286706586826348,-0.5528320074081421,-0.3366209268569946,-0.598128616809845,0.0213655643165111,-0.6401289701461792,-1.0831854343414309
Egypt,2004,13.1586278754006,31.8,4.500264059373593,5.39251724968573,10.2484733050594,14.2699361219864,-0.6471385955810547,-0.2658088803291321,-0.5084368586540222,0.0195378512144088,-0.8216350078582764,-0.9475579261779784
Egypt,2005,13.3798953254257,31.8,4.522979520538034,5.26403465791318,12.3197466406442,13.981801299907149,-0.6244492530822754,-0.4151941835880279,-0.4241044223308563,-0.0241826940327882,-0.6301804184913635,-0.9647809267044068
Egypt,2006,15.0545679537236,31.8,4.563072712461556,5.35979749449668,12.1104694926583,13.237202525497816,-0.7474851012229919,-0.5064402222633362,-0.4357025623321533,-0.2578102052211761,-0.8388225436210632,-1.1992651224136353
Egypt,2007,14.5983896615796,31.8,4.067425477596817,4.89916786569181,10.5732077093059,13.420126208378088,-0.762017548084259,-0.3891286551952362,-0.2887296080589294,-0.2299755364656448,-0.5513738393783569,-1.1677454710006714
Egypt,2008,14.5704979449409,31.1,3.8156471115689454,4.42488896249932,11.8988203520751,12.630240089335569,-0.7791318893432617,-0.36589515209198,-0.1824392080307006,-0.1292502433061599,-0.5105075836181641,-1.212239384651184
Egypt,2009,14.894647832378,31.1,3.826835482398909,4.03779539703634,6.12087581861939,12.997946651314528,-0.5154690742492676,-0.2795060873031616,-0.1971762180328369,-0.1051766499876976,-0.6070510149002075,-1.1575008630752563
Egypt,2010,13.4383285812093,30.2,3.646844266570467,4.95345429407043,7.1172767950535,13.340759157964529,-0.6315338015556335,-0.3706309199333191,-0.1746295839548111,-0.1794050484895706,-0.8984183073043823,-1.1880536079406738
Egypt,2011,13.3228329567887,30.2,3.7938836723617326,5.35422477106335,9.58088771505573,13.869105098096416,-0.695482611656189,-0.5683849453926086,-0.3439163863658905,-0.4520213305950165,-1.4370570182800293,-1.139983296394348
El Salvador,2001,2.725008609789682,51.4,0.0097699741014269,0.0016283290169045,0.0,6.686492597911559,-0.515096127986908,-0.528171181678772,0.1425210386514663,-0.7398564219474792,0.33216392993927,-0.0431139580905437
El Salvador,2002,14.98476019014226,51.9,0.2732110990034906,2.2978158904628785,0.0,5.822984198208077,-0.6797323226928711,-0.5032104849815369,0.0165054034441709,-0.5101755857467651,0.2976125478744507,0.1221306920051574
El Salvador,2003,15.481089407198734,50.5,0.262762479330107,1.9827996285082228,0.0,5.488397134491929,-0.3673500120639801,-0.3509711325168609,-0.1434313058853149,-0.4557932615280151,-0.1796222031116485,0.107482299208641
El Salvador,2004,15.55649950709702,47.8,0.286342761757722,2.651402824519974,0.0,5.727925912625871,-0.4248563647270202,-0.3417681753635406,0.0647051706910133,-0.3811760544776916,-0.0686812177300453,0.0246405247598886
El Salvador,2005,17.210504830589187,48.5,2.76500204109403,2.5989930602803124,0.0,6.171656007620084,-0.4547914266586303,-0.381630390882492,-0.1772071868181228,-0.4540861546993255,-0.0331070199608802,-0.0750127658247947
El Salvador,2006,18.21700024187671,45.7,2.65189323176597,3.265647451326232,0.0,6.046166567395151,-0.296290636062622,-0.1524330824613571,0.0363842919468879,-0.6216832399368286,-0.1669582426548004,0.0966298580169677
El Salvador,2007,19.34546377971916,45.2,2.4336134927996778,2.575280365206611,0.0,6.993107704968625,-0.3719791173934936,-0.2015099227428436,0.1926179230213165,-0.6450426578521729,-0.0063192718662321,0.094508945941925
El Salvador,2008,20.37317179345628,46.9,2.37117144764882,2.493482753271968,0.0,7.090108406734015,-0.3617318868637085,-0.1620378196239471,0.2072669714689254,-0.6676516532897949,0.0405789352953434,0.1120838820934295
El Salvador,2009,18.263081316900724,45.8,2.610553681676072,2.7150894547834485,0.0,6.6685907319894415,-0.2503784000873565,-0.0448861457407474,0.3200334310531616,-0.7476089000701904,-0.0061894310638308,0.0576465316116809
El Salvador,2010,19.330634564763933,43.5,2.519525236449421,2.7119588549820235,0.0,6.981708506975312,-0.2770080864429474,0.00732665322721,0.3630271553993225,-0.81260746717453,0.0588422268629074,0.0715443044900894
El Salvador,2011,18.75758918821388,42.3,2.703143741874673,2.6079938709678983,0.0,7.330191907031135,-0.2618777751922607,-0.1029304191470146,0.4714099764823913,-0.7221859693527222,0.1110011935234069,0.0439497753977775
El Salvador,2012,19.77289767442842,41.8,2.501250581311078,2.4390919133139493,0.0,6.514356253930698,-0.4127690196037292,-0.1272727102041244,0.3254576623439789,-0.6986573934555054,0.2345839738845825,-0.0401937216520309
El Salvador,2013,19.97501701834889,43.4,2.6087980657515333,2.5706005692336427,0.0,5.613306558695028,-0.3537656962871551,-0.1154098883271217,0.3131207525730133,-0.6191134452819824,-0.0336589030921459,-0.0130920717492699
El Salvador,2014,19.70911645275535,41.6,2.64941257083902,2.818036262452707,0.0,5.866872153768323,-0.3768215179443359,-0.03310002759099,0.3188713192939758,-0.4764250218868255,-0.024590004235506,0.1526031047105789
El Salvador,2015,19.761229264313407,40.6,2.68425265446552,2.5942640621480098,0.0,5.52976674016479,-0.4236637949943542,-0.2358463108539581,0.196322500705719,-0.5851365327835083,-0.0169973652809858,0.1523897051811218
El Salvador,2016,20.418287107216425,40.0,2.81302512777247,2.700225123349413,0.0,5.732153907396132,-0.5229223370552063,-0.2851965427398681,0.0939716771245002,-0.7096999287605286,-0.0992913767695427,0.1889499872922897
El Salvador,2017,20.762551671070334,38.0,2.8692739599747,2.949977855816043,0.0,5.393009140808809,-0.5018553137779236,-0.3216019868850708,1.2832431366405217e-06,-0.8105644583702087,-0.2600434422492981,0.1544336527585983
El Salvador,2018,20.812178853944125,38.6,2.27894047646397,2.9861318507967867,0.0,5.132768529852023,-0.5969757437705994,-0.4477289915084839,0.0345771834254264,-0.8254345059394836,-0.3876884579658508,0.0170947685837745
El Salvador,2019,21.05012685659137,38.8,2.23590293176388,3.019690156106137,0.0,4.86781630135489,-0.5550386905670166,-0.4654183387756347,0.0215599667280912,-0.7623365521430969,-0.10641810297966,0.1141755133867263
Estonia,2001,30.38369445275345,37.2,10.811398769441263,0.276224511848314,0.0672413910088729,3.4939686440766504,0.8393674492835999,0.7378456592559814,1.2911187410354614,0.6536699533462524,0.9005917310714722,0.988002359867096
Estonia,2002,31.083095347059405,37.2,10.427506014639674,0.3234227070864089,0.0553741212990242,3.553520705445007,0.7400398850440979,0.7357646226882935,1.388435959815979,0.8249481320381165,0.9298187494277954,1.072951316833496
Estonia,2003,30.88529599447421,37.2,10.277411194796226,0.268742809700358,0.0979698230600907,3.460192813113176,0.913715362548828,0.9419676661491394,1.3014318943023682,0.8059077262878418,0.895133376121521,1.0705794095993042
Estonia,2004,30.97560002740996,33.6,10.668403994080268,0.2423939935382051,0.10850013595403,3.6194986857014695,0.9838895797729492,0.924235999584198,1.3006969690322876,0.9466916918754578,0.7035881280899048,1.093419075012207
Estonia,2005,29.68561975514992,33.4,10.258946494264883,0.1930660206448401,0.153676248088354,3.287314857179632,1.032414436340332,0.9649967551231384,1.2940853834152222,0.9697641134262084,0.6038897037506104,0.9921685457229614
Estonia,2006,30.35486217409925,33.7,9.974257365908738,0.1702418687398343,0.171004701574556,3.144337836513269,1.0200365781784058,1.1571509838104248,1.294109344482422,1.1409001350402832,0.7364984750747681,1.0682216882705688
Estonia,2007,30.89054363274203,31.2,9.790669415224254,0.1688887425592924,0.333485269095358,3.9255404468929176,1.0032590627670288,1.037318229675293,1.3599470853805542,1.173004984855652,0.6338796019554138,1.0730109214782717
Estonia,2008,31.20813668494595,31.9,12.143407748312532,0.2178351637705224,0.695854596864874,3.401437134915355,0.990575671195984,1.161840796470642,1.419457197189331,1.1991207599639893,0.5707841515541077,1.0916528701782229
Estonia,2009,35.04053960342089,31.4,16.363026523047896,0.2292691832497629,0.613390191409075,2.4711686844247494,1.0075840950012207,1.009114146232605,1.3951843976974487,1.131253361701965,0.5657758712768555,1.0855220556259155
Estonia,2010,33.24154913812398,32.0,15.145409772676436,0.1736641091913087,1.11397929863911,3.17107206970876,0.9954623579978944,1.0854885578155518,1.390466332435608,1.1597278118133545,0.6613669991493225,1.10565185546875
Estonia,2011,31.517306510365948,32.5,13.402089673057652,0.1708914839077185,1.73045172695965,3.67986795909351,1.0525559186935425,1.0766361951828003,1.3909889459609983,1.1837555170059204,0.6110413074493408,1.133725881576538
Estonia,2012,31.733316812424604,32.9,12.92370409936214,0.2093020530019776,1.17752344112946,3.315463209091951,1.0956882238388062,0.9544093012809752,1.4170856475830078,1.1570487022399902,0.6364651918411255,1.111924648284912
Estonia,2013,31.7155611772756,35.1,12.833949736605293,0.1803204309922699,0.815190543570633,3.0881109952924217,1.1887292861938477,0.9748208522796632,1.4475421905517578,1.198387622833252,0.7482154369354248,1.1168485879898071
Estonia,2014,32.20384043878186,34.6,12.771202245784314,0.2099936004325572,0.57771570945293,3.1642699957592257,1.3036738634109497,1.0165170431137085,1.676558494567871,1.37282395362854,0.7802578806877136,1.1703100204467771
Estonia,2015,33.362738393039294,32.7,13.744603484887314,0.1754609606633011,0.28292985399631,2.858046889972654,1.2940969467163086,1.0676579475402832,1.6690391302108765,1.331784725189209,0.6209198236465454,1.1868640184402466
Estonia,2016,33.57790867164185,31.2,14.077681063458964,0.1489799015077323,0.208426804868543,2.1136099974664235,1.2723681926727295,1.090463161468506,1.6981420516967771,1.2264333963394165,0.6739077568054199,1.2080473899841309
Estonia,2017,32.89112904748461,30.4,13.779269041266522,0.1078308256023106,0.267928594139429,2.386205465944024,1.2453237771987915,1.111728549003601,1.6450358629226685,1.2858275175094604,0.6497753858566284,1.2144393920898438
Estonia,2018,33.11595000015494,30.3,14.120168814548784,0.0844382609126769,0.354408455792169,2.221009358084748,1.5056095123291016,1.1904369592666626,1.5517702102661133,1.2407276630401611,0.5873926877975464,1.1793010234832764
Estonia,2019,33.581864317732126,30.3,14.274335080153854,0.0768057740633752,0.287821726507261,2.511173797764267,1.5617153644561768,1.174427509307861,1.5912548303604126,1.2814834117889404,0.6332562565803528,1.1810979843139648
Estonia,2020,34.172886267389885,30.3,16.53802639287011,0.0842198779780671,0.287821726507261,2.166496655557966,1.612779974937439,1.343335747718811,1.5353877544403076,1.3822455406188965,0.7101202011108398,1.171271800994873
Ethiopia,2001,2.4494529772817,48.6,0.0,0.0498876201899917,0.0,42.34057112403109,-0.4507736265659332,-0.9036669731140136,-1.1402910947799685,-0.9293212890625,-0.943960964679718,-1.0317388772964478
Ethiopia,2002,12.99665238922901,52.260000000000005,2.2089752463295973,1.4458611517825295,0.0,38.6923716914638,-0.5810344219207764,-0.9049702882766724,-1.206066608428955,-0.9398389458656312,-1.223213791847229,-1.2261319160461426
Ethiopia,2003,2.3018555999463173,44.44,0.0097307188349069,0.0,0.0,37.28505541395612,-0.6589903235435486,-0.882254958152771,-1.1569223403930664,-0.8281424045562744,-1.408553957939148,-1.1147332191467283
Ethiopia,2006,2.91880078130127,51.0,0.0,0.0,0.0,42.52417012263931,-0.6461358070373535,-0.6600140929222107,-1.0084810256958008,-0.65983647108078,-1.7389369010925293,-1.1937174797058103
Ethiopia,2007,2.36696267154774,48.6,0.0,1.7311310184482e-05,0.0,42.26501219209135,-0.6287453174591064,-0.4384568929672241,-0.9442089200019836,-0.6488339304924011,-1.8034124374389648,-1.2037049531936646
Finland,2001,43.18873247227365,27.7,16.9289487512791,3.012556351467216,0.0,2.764333324114279,2.443091630935669,2.118074417114258,1.8493328094482424,1.9845390319824217,1.7213728427886963,1.5930333137512207
Finland,2002,43.35896986921322,27.7,17.5491292108347,2.3268186899775105,0.0,2.6723058066080307,2.429387331008911,2.161537170410156,1.8668087720870967,1.9380369186401367,1.7551932334899902,1.552903652191162
